Date,CustomerName,Region,Category,Product,Quantity,UnitPrice,Amount,DiscountRate,TotalAmount,Profit,PaymentMode
2021-04-15,Customer_24,North,Electronics,Laptop,1,39277,39277,0.04,37705.92,5866.27,Debit Card
2021-04-15,Customer_5,South,Electronics,Monitor,5,21632,108160,0.12,95180.8,8442.36,UPI
2021-04-16,Customer_4,North,Electronics,Printer,4,34086,136344,0.07,126799.92,26654.11,Net Banking
2021-04-16,Customer_6,East,Electronics,Smartphone,4,32322,129288,0.14,111187.68,13824.49,Cash
2021-04-16,Customer_37,East,Accessories,Mouse,4,47285,189140,0.15,160769.0,17896.0,Credit Card
2021-04-16,Customer_28,East,Electronics,Monitor,3,31433,94299,0.08,86755.08,15415.77,Debit Card
2021-04-16,Customer_3,South,Electronics,Laptop,3,41244,123732,0.14,106409.52,13783.15,Debit Card
2021-04-16,Customer_17,East,Electronics,Monitor,5,36130,180650,0.05,171617.5,32105.37,Cash
2021-04-16,Customer_36,West,Electronics,Monitor,2,30806,61612,0.01,60995.88,14954.01,Net Banking
2021-04-17,Customer_36,South,Electronics,Printer,4,15091,60364,0.05,57345.8,5071.59,Cash
2021-04-17,Customer_4,North,Accessories,Keyboard,1,9064,9064,0.06,8520.16,936.84,Net Banking
2021-04-17,Customer_38,North,Accessories,Keyboard,2,30386,60772,0.14,52263.92,3228.06,Credit Card
2021-04-17,Customer_5,North,Accessories,Headphones,1,3828,3828,0.02,3751.44,507.16,UPI
2021-04-18,Customer_5,South,Electronics,Monitor,3,45099,135297,0.07,125826.21,12931.47,Cash
2021-04-18,Customer_50,South,Accessories,Mouse,5,13319,66595,0.08,61267.4,12972.12,Credit Card
2021-04-18,Customer_16,West,Electronics,Smartphone,3,45887,137661,0.11,122518.29,7752.96,Debit Card
2021-04-18,Customer_6,South,Electronics,Laptop,2,29678,59356,0.03,57575.32,3929.45,Cash
2021-04-19,Customer_50,East,Accessories,Headphones,5,13543,67715,0.04,65006.4,11852.43,Debit Card
2021-04-19,Customer_27,South,Electronics,Monitor,5,7512,37560,0.07,34930.8,6765.04,Debit Card
2021-04-19,Customer_44,East,Electronics,Smartphone,4,22718,90872,0.05,86328.4,15362.24,Credit Card
2021-04-19,Customer_37,West,Electronics,Laptop,5,42020,210100,0.1,189090.0,17332.87,Net Banking
2021-04-19,Customer_23,North,Electronics,Printer,3,45206,135618,0.1,122056.2,18617.34,Credit Card
2021-04-20,Customer_13,South,Accessories,Keyboard,5,16497,82485,0.09,75061.35,3957.45,Cash
2021-04-20,Customer_3,North,Electronics,Printer,4,45620,182480,0.12,160582.4,37868.54,Credit Card
2021-04-20,Customer_21,South,Electronics,Smartphone,4,48737,194948,0.09,177402.68,43513.9,Credit Card
2021-04-20,Customer_48,East,Electronics,Laptop,5,35057,175285,0.12,154250.8,18138.64,Debit Card
2021-04-20,Customer_45,North,Electronics,Laptop,4,28331,113324,0.03,109924.28,7562.9,Cash
2021-04-21,Customer_10,West,Electronics,Printer,5,42118,210590,0.04,202166.4,39218.95,Net Banking
2021-04-21,Customer_6,North,Electronics,Printer,2,23219,46438,0.13,40401.06,6066.6,Net Banking
2021-04-21,Customer_16,West,Accessories,Headphones,1,33606,33606,0.09,30581.46,3816.96,Net Banking
2021-04-22,Customer_11,East,Electronics,Monitor,5,42668,213340,0.09,194139.4,39393.04,Credit Card
2021-04-22,Customer_17,South,Electronics,Printer,4,1933,7732,0.1,6958.8,1584.91,UPI
2021-04-22,Customer_29,East,Accessories,Keyboard,1,8936,8936,0.14,7684.96,900.97,Debit Card
2021-04-22,Customer_35,East,Accessories,Headphones,5,46292,231460,0.12,203684.8,24700.36,Cash
2021-04-22,Customer_23,West,Electronics,Laptop,3,22751,68253,0.03,66205.41,8853.05,Net Banking
2021-04-23,Customer_43,South,Accessories,Keyboard,2,48227,96454,0.11,85844.06,16542.26,Net Banking
2021-04-23,Customer_29,East,Accessories,Keyboard,1,35968,35968,0.14,30932.48,3871.61,UPI
2021-04-23,Customer_46,West,Electronics,Smartphone,4,44340,177360,0.01,175586.4,25534.62,Credit Card
2021-04-23,Customer_36,North,Accessories,Headphones,5,29529,147645,0.04,141739.2,29154.31,Credit Card
2021-04-23,Customer_25,North,Accessories,Keyboard,4,4854,19416,0.06,18251.04,3345.6,Cash
2021-04-23,Customer_25,West,Accessories,Mouse,1,2148,2148,0.06,2019.12,200.3,Debit Card
2021-04-23,Customer_46,South,Electronics,Monitor,3,41386,124158,0.1,111742.2,8417.58,Cash
2021-04-24,Customer_40,North,Accessories,Headphones,2,2849,5698,0.1,5128.2,999.01,Net Banking
2021-04-24,Customer_44,East,Electronics,Monitor,2,9210,18420,0.11,16393.8,1323.84,UPI
2021-04-24,Customer_3,South,Electronics,Laptop,3,10887,32661,0.08,30048.12,1942.08,Net Banking
2021-04-24,Customer_41,South,Electronics,Laptop,4,21860,87440,0.08,80444.8,19630.73,Debit Card
2021-04-25,Customer_45,West,Accessories,Mouse,4,26587,106348,0.02,104221.04,25233.85,Credit Card
2021-04-25,Customer_17,South,Accessories,Mouse,5,17398,86990,0.09,79160.9,6417.91,Debit Card
2021-04-25,Customer_9,South,Electronics,Monitor,3,21569,64707,0.01,64059.93,11506.03,UPI
2021-04-25,Customer_38,North,Accessories,Mouse,1,33411,33411,0.05,31740.45,7094.04,Debit Card
2021-04-25,Customer_43,South,Electronics,Laptop,3,44576,133728,0.04,128378.88,13813.1,Debit Card
2021-04-26,Customer_41,North,Electronics,Smartphone,4,42276,169104,0.13,147120.48,22363.87,UPI
2021-04-26,Customer_9,East,Accessories,Keyboard,4,12150,48600,0.01,48114.0,4397.13,UPI
2021-04-26,Customer_28,East,Accessories,Mouse,5,13119,65595,0.12,57723.6,13874.84,Net Banking
2021-04-26,Customer_22,East,Electronics,Monitor,4,28368,113472,0.13,98720.64,10072.0,Debit Card
2021-04-26,Customer_47,North,Accessories,Headphones,4,43858,175432,0.05,166660.4,27792.15,Net Banking
2021-04-26,Customer_8,North,Electronics,Smartphone,2,22767,45534,0.14,39159.24,8773.72,Cash
2021-04-27,Customer_28,East,Electronics,Printer,5,34988,174940,0.15,148699.0,25414.49,Cash
2021-04-27,Customer_15,South,Electronics,Printer,1,24972,24972,0.08,22974.24,4585.03,UPI
2021-04-27,Customer_41,East,Electronics,Laptop,2,35971,71942,0.05,68344.9,8859.05,UPI
2021-04-27,Customer_4,North,Accessories,Mouse,1,4149,4149,0.1,3734.1,349.31,UPI
2021-04-28,Customer_8,East,Accessories,Mouse,1,40748,40748,0.01,40340.52,7624.07,Credit Card
2021-04-28,Customer_45,South,Electronics,Monitor,4,23990,95960,0.14,82525.6,7042.11,Debit Card
2021-04-28,Customer_28,South,Electronics,Monitor,4,4428,17712,0.12,15586.56,2518.11,Cash
2021-04-28,Customer_17,South,Accessories,Mouse,2,41229,82458,0.0,82458.0,14100.06,Net Banking
2021-04-28,Customer_21,South,Accessories,Keyboard,2,15847,31694,0.14,27256.84,1832.93,Cash
2021-04-29,Customer_1,East,Electronics,Monitor,3,28196,84588,0.03,82050.36,8390.18,UPI
2021-04-29,Customer_49,East,Accessories,Keyboard,3,48807,146421,0.02,143492.58,16469.38,Credit Card
2021-04-29,Customer_41,South,Accessories,Headphones,2,35882,71764,0.13,62434.68,10296.9,UPI
2021-04-29,Customer_23,South,Electronics,Monitor,3,34542,103626,0.11,92227.14,11908.5,UPI
2021-04-29,Customer_14,North,Electronics,Monitor,3,44360,133080,0.03,129087.6,21261.24,UPI
2021-04-30,Customer_5,North,Accessories,Mouse,3,16472,49416,0.1,44474.4,2390.27,Net Banking
2021-04-30,Customer_8,East,Accessories,Headphones,1,18329,18329,0.13,15946.23,3446.27,UPI
2021-04-30,Customer_39,South,Accessories,Mouse,5,3382,16910,0.11,15049.9,1191.09,Credit Card
2021-04-30,Customer_31,South,Accessories,Keyboard,1,49605,49605,0.08,45636.6,4323.11,Net Banking
2021-04-30,Customer_37,South,Accessories,Headphones,5,38951,194755,0.12,171384.4,16613.45,UPI
2021-05-01,Customer_41,North,Electronics,Laptop,2,40353,80706,0.07,75056.58,6329.86,Net Banking
2021-05-01,Customer_26,West,Electronics,Smartphone,5,39766,198830,0.07,184911.9,27781.85,Cash
2021-05-01,Customer_30,West,Accessories,Keyboard,1,41075,41075,0.01,40664.25,5522.89,Credit Card
2021-05-01,Customer_47,East,Accessories,Keyboard,5,24474,122370,0.06,115027.8,13226.61,Net Banking
2021-05-01,Customer_39,East,Electronics,Monitor,2,45073,90146,0.08,82934.32,10821.71,Net Banking
2021-05-02,Customer_40,North,Electronics,Laptop,5,45633,228165,0.02,223601.7,12736.3,Credit Card
2021-05-02,Customer_3,West,Accessories,Mouse,4,27170,108680,0.08,99985.6,11770.5,UPI
2021-05-02,Customer_29,East,Electronics,Printer,1,15657,15657,0.05,14874.15,2067.18,Credit Card
2021-05-03,Customer_43,North,Accessories,Keyboard,2,3666,7332,0.11,6525.48,1332.68,Cash
2021-05-03,Customer_30,North,Electronics,Printer,4,10930,43720,0.11,38910.8,8408.32,Cash
2021-05-03,Customer_6,West,Accessories,Keyboard,4,38825,155300,0.11,138217.0,20431.99,UPI
2021-05-03,Customer_2,South,Electronics,Monitor,5,49081,245405,0.01,242950.95,17042.53,Net Banking
2021-05-03,Customer_8,West,Electronics,Printer,4,46073,184292,0.06,173234.48,30337.7,Credit Card
2021-05-04,Customer_37,West,Accessories,Headphones,3,12746,38238,0.15,32502.3,2549.3,Net Banking
2021-05-04,Customer_47,North,Accessories,Headphones,2,9275,18550,0.14,15953.0,1105.36,Cash
2021-05-04,Customer_48,South,Electronics,Smartphone,3,24051,72153,0.13,62773.11,4044.44,Cash
2021-05-04,Customer_45,South,Accessories,Keyboard,4,8290,33160,0.05,31502.0,3023.99,Debit Card
2021-05-04,Customer_25,North,Electronics,Smartphone,1,1750,1750,0.02,1715.0,194.33,Credit Card
2021-05-05,Customer_40,East,Electronics,Monitor,3,1409,4227,0.12,3719.76,235.56,Net Banking
2021-05-05,Customer_42,West,Accessories,Keyboard,3,4257,12771,0.08,11749.32,1450.98,Cash
2021-05-05,Customer_32,North,Electronics,Laptop,5,24541,122705,0.08,112888.6,12829.02,Net Banking
2021-05-05,Customer_23,South,Electronics,Printer,3,35688,107064,0.13,93145.68,5852.18,UPI
2021-05-05,Customer_37,North,Accessories,Mouse,5,44898,224490,0.01,222245.1,50277.49,Debit Card
2021-05-05,Customer_17,West,Accessories,Headphones,3,23606,70818,0.09,64444.38,15961.03,Debit Card
2021-05-05,Customer_3,North,Electronics,Printer,2,47361,94722,0.05,89985.9,14493.22,Debit Card
2021-05-06,Customer_37,West,Accessories,Mouse,5,20120,100600,0.13,87522.0,16334.64,Cash
2021-05-06,Customer_48,South,Electronics,Printer,4,11768,47072,0.02,46130.56,3776.82,Net Banking
2021-05-06,Customer_35,East,Electronics,Laptop,4,41022,164088,0.12,144397.44,20862.21,UPI
2021-05-06,Customer_4,South,Accessories,Headphones,4,39584,158336,0.01,156752.64,12090.8,Cash
2021-05-06,Customer_39,West,Electronics,Laptop,5,47869,239345,0.15,203443.25,12651.01,Credit Card
2021-05-06,Customer_49,North,Accessories,Headphones,2,34853,69706,0.13,60644.22,3607.26,Net Banking
2021-05-07,Customer_20,North,Accessories,Keyboard,1,37257,37257,0.04,35766.72,4037.84,Cash
2021-05-07,Customer_2,East,Electronics,Laptop,2,25975,51950,0.14,44677.0,6117.84,Cash
2021-05-07,Customer_39,West,Accessories,Keyboard,5,25257,126285,0.03,122496.45,19679.2,Debit Card
2021-05-07,Customer_50,West,Electronics,Smartphone,5,37165,185825,0.09,169100.75,38836.64,Debit Card
2021-05-07,Customer_32,South,Electronics,Printer,4,38031,152124,0.01,150602.76,9061.56,Credit Card
2021-05-07,Customer_37,South,Electronics,Smartphone,2,41710,83420,0.11,74243.8,17156.35,Net Banking
2021-05-07,Customer_25,West,Electronics,Laptop,4,16468,65872,0.15,55991.2,5700.47,Cash
2021-05-08,Customer_23,North,Accessories,Keyboard,3,48363,145089,0.14,124776.54,14392.46,Net Banking
2021-05-08,Customer_24,South,Electronics,Printer,3,22135,66405,0.07,61756.65,12340.37,Debit Card
2021-05-08,Customer_31,South,Electronics,Smartphone,4,25562,102248,0.03,99180.56,6059.52,UPI
2021-05-08,Customer_31,North,Accessories,Keyboard,4,46637,186548,0.04,179086.08,34981.41,Debit Card
2021-05-09,Customer_29,South,Accessories,Mouse,5,46312,231560,0.11,206088.4,16335.55,UPI
2021-05-09,Customer_34,North,Accessories,Keyboard,4,2167,8668,0.14,7454.48,1138.83,Cash
2021-05-09,Customer_37,East,Accessories,Headphones,4,26333,105332,0.13,91638.84,14586.8,Credit Card
2021-05-09,Customer_27,West,Electronics,Printer,1,25476,25476,0.0,25476.0,1592.63,Net Banking
2021-05-10,Customer_32,East,Electronics,Printer,1,23796,23796,0.1,21416.4,4825.77,Net Banking
2021-05-10,Customer_36,East,Electronics,Printer,4,46015,184060,0.06,173016.4,21771.19,Debit Card
2021-05-10,Customer_37,East,Accessories,Keyboard,1,44645,44645,0.09,40626.95,6303.47,Net Banking
2021-05-10,Customer_42,West,Accessories,Mouse,4,15357,61428,0.14,52828.08,8159.12,Credit Card
2021-05-10,Customer_44,East,Accessories,Headphones,2,27538,55076,0.08,50669.92,3605.25,Credit Card
2021-05-10,Customer_3,North,Accessories,Headphones,2,36069,72138,0.13,62760.06,10494.86,Cash
2021-05-11,Customer_20,East,Accessories,Keyboard,5,46780,233900,0.02,229222.0,52508.94,Debit Card
2021-05-11,Customer_23,East,Accessories,Keyboard,2,29692,59384,0.0,59384.0,6655.87,Credit Card
2021-05-11,Customer_41,North,Accessories,Headphones,3,15331,45993,0.05,43693.35,5834.03,Cash
2021-05-11,Customer_23,East,Accessories,Keyboard,4,19986,79944,0.1,71949.6,11154.3,UPI
2021-05-11,Customer_41,East,Electronics,Monitor,3,47598,142794,0.08,131370.48,17102.24,Debit Card
2021-05-11,Customer_44,East,Electronics,Smartphone,4,37789,151156,0.03,146621.32,15943.87,Debit Card
2021-05-12,Customer_33,North,Accessories,Headphones,4,26976,107904,0.03,104666.88,23972.74,Debit Card
2021-05-12,Customer_29,South,Accessories,Mouse,1,45834,45834,0.05,43542.3,8000.49,Credit Card
2021-05-12,Customer_21,North,Accessories,Headphones,1,46728,46728,0.02,45793.44,7163.34,Debit Card
2021-05-13,Customer_38,South,Accessories,Headphones,2,3866,7732,0.02,7577.36,1406.21,UPI
2021-05-13,Customer_45,South,Electronics,Printer,5,5404,27020,0.01,26749.8,2464.98,Debit Card
2021-05-13,Customer_1,West,Electronics,Laptop,1,30654,30654,0.14,26362.44,2364.07,Cash
2021-05-14,Customer_33,West,Electronics,Smartphone,4,13867,55468,0.08,51030.56,10533.22,Debit Card
2021-05-14,Customer_29,South,Accessories,Keyboard,3,10818,32454,0.08,29857.68,2514.97,Debit Card
2021-05-14,Customer_5,East,Accessories,Headphones,4,9051,36204,0.06,34031.76,6648.01,UPI
2021-05-14,Customer_26,North,Accessories,Mouse,3,27650,82950,0.02,81291.0,6106.73,Debit Card
2021-05-15,Customer_7,North,Electronics,Smartphone,3,4461,13383,0.13,11643.21,2567.53,Cash
2021-05-15,Customer_12,South,Accessories,Headphones,5,28951,144755,0.07,134622.15,26500.65,Net Banking
2021-05-15,Customer_32,North,Electronics,Printer,1,17304,17304,0.01,17130.96,1334.31,Net Banking
2021-05-15,Customer_29,West,Accessories,Mouse,3,4727,14181,0.14,12195.66,1168.45,UPI
2021-05-15,Customer_38,East,Electronics,Printer,5,10506,52530,0.04,50428.8,11809.81,Credit Card
2021-05-15,Customer_29,North,Electronics,Laptop,3,43454,130362,0.05,123843.9,16679.35,Net Banking
2021-05-15,Customer_22,North,Electronics,Monitor,3,30867,92601,0.08,85192.92,8707.93,Net Banking
2021-05-16,Customer_32,North,Electronics,Smartphone,3,8095,24285,0.1,21856.5,3845.48,Credit Card
2021-05-16,Customer_19,West,Accessories,Keyboard,4,29007,116028,0.06,109066.32,9001.9,UPI
2021-05-16,Customer_9,East,Electronics,Laptop,2,48919,97838,0.06,91967.72,15682.68,Cash
2021-05-16,Customer_4,West,Accessories,Mouse,4,40567,162268,0.06,152531.92,23587.82,Credit Card
2021-05-16,Customer_5,East,Electronics,Printer,5,13915,69575,0.11,61921.75,6315.94,Cash
2021-05-16,Customer_21,South,Electronics,Laptop,5,8611,43055,0.1,38749.5,8746.14,UPI
2021-05-16,Customer_48,West,Electronics,Smartphone,1,7356,7356,0.14,6326.16,1288.83,Cash
2021-05-17,Customer_39,South,Accessories,Mouse,1,47076,47076,0.13,40956.12,8176.88,UPI
2021-05-17,Customer_1,East,Accessories,Keyboard,5,3299,16495,0.08,15175.4,3377.86,UPI
2021-05-17,Customer_41,South,Electronics,Smartphone,1,29224,29224,0.08,26886.08,3645.56,Debit Card
2021-05-17,Customer_44,West,Electronics,Monitor,2,28040,56080,0.06,52715.2,5133.41,Cash
2021-05-17,Customer_26,South,Electronics,Monitor,4,17283,69132,0.09,62910.12,9193.38,Debit Card
2021-05-18,Customer_5,West,Accessories,Keyboard,3,2871,8613,0.03,8354.61,817.34,Cash
2021-05-18,Customer_22,North,Electronics,Smartphone,3,20309,60927,0.08,56052.84,12929.86,UPI
2021-05-18,Customer_38,East,Electronics,Monitor,4,22281,89124,0.08,81994.08,5841.52,UPI
2021-05-18,Customer_37,North,Electronics,Smartphone,1,32913,32913,0.02,32254.74,3588.59,UPI
2021-05-19,Customer_12,West,Accessories,Mouse,1,8202,8202,0.04,7873.92,1576.15,Debit Card
2021-05-19,Customer_25,North,Electronics,Laptop,2,18140,36280,0.11,32289.2,5516.13,Cash
2021-05-19,Customer_32,West,Electronics,Printer,4,36073,144292,0.09,131305.72,22435.03,Cash
2021-05-20,Customer_21,South,Electronics,Laptop,3,31137,93411,0.14,80333.46,9944.99,Net Banking
2021-05-20,Customer_18,West,Accessories,Headphones,4,42061,168244,0.04,161514.24,31939.96,Cash
2021-05-20,Customer_9,East,Accessories,Mouse,2,4923,9846,0.12,8664.48,1598.6,UPI
2021-05-21,Customer_10,North,Accessories,Keyboard,1,14714,14714,0.09,13389.74,908.01,UPI
2021-05-21,Customer_9,East,Electronics,Smartphone,2,18421,36842,0.11,32789.38,7933.0,Credit Card
2021-05-21,Customer_15,North,Accessories,Headphones,2,7345,14690,0.07,13661.7,886.98,UPI
2021-05-21,Customer_5,West,Electronics,Smartphone,4,29008,116032,0.02,113711.36,20316.71,Credit Card
2021-05-22,Customer_46,North,Electronics,Smartphone,2,21057,42114,0.14,36218.04,3430.76,Net Banking
2021-05-22,Customer_17,North,Accessories,Mouse,2,15965,31930,0.12,28098.4,5360.13,Debit Card
2021-05-22,Customer_34,South,Accessories,Mouse,3,27100,81300,0.01,80487.0,14705.0,Net Banking
2021-05-22,Customer_40,West,Electronics,Smartphone,4,2978,11912,0.13,10363.44,2229.49,Cash
2021-05-22,Customer_22,North,Accessories,Mouse,4,13401,53604,0.05,50923.8,3965.22,Debit Card
2021-05-22,Customer_12,West,Accessories,Headphones,2,20597,41194,0.03,39958.18,7143.37,Credit Card
2021-05-23,Customer_3,North,Accessories,Keyboard,4,17624,70496,0.14,60626.56,15084.57,UPI
2021-05-23,Customer_41,South,Accessories,Keyboard,5,19824,99120,0.15,84252.0,11039.48,Cash
2021-05-23,Customer_45,West,Electronics,Monitor,2,20230,40460,0.03,39246.2,8727.02,UPI
2021-05-23,Customer_24,South,Electronics,Printer,4,16820,67280,0.07,62570.4,3824.54,Credit Card
2021-05-23,Customer_3,South,Accessories,Headphones,1,7337,7337,0.02,7190.26,533.15,Net Banking
2021-05-23,Customer_14,South,Electronics,Laptop,4,15484,61936,0.01,61316.64,4534.68,Cash
2021-05-24,Customer_33,North,Electronics,Monitor,5,2256,11280,0.09,10264.8,2174.44,UPI
2021-05-24,Customer_25,East,Electronics,Laptop,5,23731,118655,0.11,105602.95,7897.89,Debit Card
2021-05-24,Customer_39,North,Accessories,Headphones,5,10325,51625,0.06,48527.5,9446.09,Credit Card
2021-05-24,Customer_23,North,Accessories,Keyboard,1,30600,30600,0.13,26622.0,5910.79,UPI
2021-05-24,Customer_46,East,Accessories,Mouse,3,3558,10674,0.02,10460.52,1854.22,Net Banking
2021-05-25,Customer_24,North,Electronics,Smartphone,3,44324,132972,0.02,130312.56,30419.8,Cash
2021-05-25,Customer_22,East,Electronics,Monitor,3,38388,115164,0.02,112860.72,23802.77,Debit Card
2021-05-25,Customer_23,North,Electronics,Printer,3,4748,14244,0.05,13531.8,1751.7,Credit Card
2021-05-26,Customer_27,North,Accessories,Keyboard,3,43384,130152,0.03,126247.44,9990.5,Net Banking
2021-05-26,Customer_34,South,Electronics,Laptop,1,23584,23584,0.08,21697.28,3537.95,Credit Card
2021-05-26,Customer_6,South,Accessories,Headphones,3,47521,142563,0.02,139711.74,10081.0,Net Banking
2021-05-26,Customer_45,East,Accessories,Headphones,2,47619,95238,0.12,83809.44,8412.95,Debit Card
2021-05-26,Customer_37,North,Electronics,Smartphone,2,5331,10662,0.1,9595.8,1399.42,Credit Card
2021-05-26,Customer_23,North,Electronics,Smartphone,4,2369,9476,0.06,8907.44,1889.65,Debit Card
2021-05-27,Customer_24,East,Electronics,Printer,3,48243,144729,0.04,138939.84,22202.37,UPI
2021-05-27,Customer_22,North,Accessories,Headphones,4,2947,11788,0.02,11552.24,715.89,Credit Card
2021-05-27,Customer_38,South,Electronics,Laptop,2,24280,48560,0.07,45160.8,10584.1,Cash
2021-05-27,Customer_43,South,Accessories,Headphones,5,24428,122140,0.1,109926.0,25216.71,Debit Card
2021-05-27,Customer_37,North,Electronics,Monitor,1,42750,42750,0.06,40185.0,6723.2,UPI
2021-05-27,Customer_17,North,Electronics,Monitor,2,15699,31398,0.05,29828.1,6120.37,Credit Card
2021-05-28,Customer_1,East,Electronics,Smartphone,1,26524,26524,0.13,23075.88,2082.07,Debit Card
2021-05-28,Customer_23,West,Accessories,Keyboard,1,34918,34918,0.12,30727.84,7161.03,Credit Card
2021-05-28,Customer_50,West,Electronics,Smartphone,4,36057,144228,0.03,139901.16,22848.41,Debit Card
2021-05-28,Customer_28,North,Accessories,Keyboard,3,39170,117510,0.0,117510.0,10047.13,Cash
2021-05-28,Customer_10,South,Accessories,Mouse,3,4402,13206,0.12,11621.28,1956.54,Credit Card
2021-05-29,Customer_18,East,Electronics,Laptop,5,37299,186495,0.04,179035.2,25251.57,Cash
2021-05-29,Customer_14,East,Electronics,Laptop,2,34627,69254,0.12,60943.52,8580.51,UPI
2021-05-29,Customer_33,East,Electronics,Monitor,1,35009,35009,0.0,35009.0,6615.05,Credit Card
2021-05-30,Customer_27,North,Electronics,Laptop,5,23127,115635,0.05,109853.25,18744.35,Credit Card
2021-05-30,Customer_34,East,Electronics,Monitor,2,38067,76134,0.02,74611.32,16840.24,UPI
2021-05-30,Customer_30,South,Electronics,Laptop,4,22600,90400,0.14,77744.0,11858.27,Credit Card
2021-05-30,Customer_27,South,Electronics,Printer,2,3126,6252,0.1,5626.8,429.61,Net Banking
2021-05-30,Customer_9,South,Electronics,Monitor,5,32051,160255,0.14,137819.3,25226.44,Net Banking
2021-05-31,Customer_33,East,Electronics,Monitor,2,25037,50074,0.09,45567.34,6034.68,UPI
2021-05-31,Customer_48,East,Electronics,Printer,3,22901,68703,0.11,61145.67,13620.01,Credit Card
2021-05-31,Customer_25,East,Electronics,Laptop,3,9857,29571,0.06,27796.74,3025.37,Cash
2021-05-31,Customer_46,North,Electronics,Printer,2,9063,18126,0.01,17944.74,3682.81,UPI
2021-05-31,Customer_44,West,Electronics,Monitor,4,5657,22628,0.09,20591.48,2110.35,Credit Card
2021-06-01,Customer_6,East,Accessories,Mouse,1,27822,27822,0.07,25874.46,1480.5,Cash
2021-06-01,Customer_21,West,Accessories,Keyboard,3,23215,69645,0.09,63376.95,10855.28,Credit Card
2021-06-01,Customer_16,East,Accessories,Mouse,3,44528,133584,0.11,118889.76,28176.53,Net Banking
2021-06-01,Customer_6,South,Accessories,Keyboard,2,31596,63192,0.11,56240.88,11045.68,Debit Card
2021-06-01,Customer_29,East,Electronics,Printer,3,21048,63144,0.14,54303.84,9311.01,Cash
2021-06-02,Customer_13,South,Accessories,Headphones,4,23955,95820,0.0,95820.0,8086.2,Cash
2021-06-02,Customer_27,West,Accessories,Headphones,3,8861,26583,0.09,24190.53,4331.41,Cash
2021-06-02,Customer_26,South,Electronics,Monitor,1,5870,5870,0.05,5576.5,422.82,UPI
2021-06-02,Customer_25,East,Electronics,Laptop,1,30345,30345,0.09,27613.95,6217.4,Cash
2021-06-03,Customer_27,South,Accessories,Headphones,3,2976,8928,0.08,8213.76,821.61,Debit Card
2021-06-03,Customer_42,East,Accessories,Keyboard,3,44812,134436,0.14,115614.96,19667.45,Credit Card
2021-06-03,Customer_29,South,Electronics,Monitor,3,43949,131847,0.08,121299.24,13491.63,Net Banking
2021-06-03,Customer_50,South,Electronics,Monitor,5,44416,222080,0.02,217638.4,29071.65,Credit Card
2021-06-04,Customer_43,North,Electronics,Printer,1,9252,9252,0.14,7956.72,827.23,Net Banking
2021-06-04,Customer_31,North,Electronics,Smartphone,1,16673,16673,0.13,14505.51,796.03,Debit Card
2021-06-04,Customer_20,North,Electronics,Smartphone,4,38865,155460,0.07,144577.8,21528.02,Debit Card
2021-06-04,Customer_40,South,Electronics,Printer,2,14033,28066,0.13,24417.42,1674.09,UPI
2021-06-04,Customer_42,South,Accessories,Keyboard,4,42086,168344,0.0,168344.0,18131.32,Credit Card
2021-06-04,Customer_25,North,Electronics,Smartphone,1,33942,33942,0.05,32244.9,4287.11,Cash
2021-06-05,Customer_22,South,Accessories,Mouse,3,49195,147585,0.09,134302.35,14469.48,Net Banking
2021-06-05,Customer_3,West,Accessories,Mouse,3,41213,123639,0.02,121166.22,25287.95,Credit Card
2021-06-05,Customer_17,West,Accessories,Headphones,4,39512,158048,0.11,140662.72,25688.69,Debit Card
2021-06-06,Customer_19,East,Electronics,Smartphone,4,17554,70216,0.1,63194.4,7942.5,Cash
2021-06-06,Customer_49,East,Electronics,Monitor,1,41648,41648,0.03,40398.56,4658.06,Cash
2021-06-06,Customer_13,South,Accessories,Mouse,5,23286,116430,0.03,112937.1,8974.05,Debit Card
2021-06-06,Customer_16,South,Electronics,Printer,5,20804,104020,0.02,101939.6,18606.58,Credit Card
2021-06-06,Customer_8,South,Accessories,Mouse,3,26267,78801,0.09,71708.91,16926.78,Cash
2021-06-06,Customer_49,South,Accessories,Mouse,5,32099,160495,0.01,158890.05,16724.87,Cash
2021-06-06,Customer_14,West,Accessories,Mouse,5,11712,58560,0.14,50361.6,12346.34,Debit Card
2021-06-07,Customer_1,South,Electronics,Printer,2,22455,44910,0.06,42215.4,4678.76,Cash
2021-06-07,Customer_21,North,Electronics,Printer,3,29448,88344,0.05,83926.8,18499.91,Cash
2021-06-07,Customer_30,South,Accessories,Headphones,4,43123,172492,0.04,165592.32,40181.81,Debit Card
2021-06-07,Customer_12,North,Accessories,Keyboard,2,22923,45846,0.06,43095.24,5233.88,UPI
2021-06-07,Customer_36,West,Accessories,Mouse,3,7533,22599,0.06,21243.06,2926.16,UPI
2021-06-08,Customer_11,East,Electronics,Printer,5,16121,80605,0.06,75768.7,4513.53,Debit Card
2021-06-08,Customer_21,North,Accessories,Mouse,1,30288,30288,0.02,29682.24,3452.33,Cash
2021-06-08,Customer_39,East,Electronics,Monitor,2,44728,89456,0.05,84983.2,8668.26,UPI
2021-06-09,Customer_5,West,Electronics,Smartphone,3,17517,52551,0.04,50448.96,10658.15,UPI
2021-06-09,Customer_12,North,Electronics,Smartphone,2,19130,38260,0.02,37494.8,6841.43,UPI
